customer_id,age,gender,region,satisfaction_score,purchase_frequency,support_tickets,product_category,feedback_text,retention_status
e0289064-f1a4-49ea-b21d-9999302b459f,35,Female,West,10,6,0,Books,Quick delivery. Love this product!,Retained
bad1cf88-062b-4a3e-8cb2-0c28aaf8c124,64,Male,West,7,5,3,Clothing,It's okay.,At Risk
0e0031e4-1b89-4d9d-a286-5ac371d4dd8b,70,Male,South,5,1,1,Home,Nothing special.,Churned
5dc70782-4157-40ff-8a3e-c908e8651aac,41,Female,West,9,8,2,Electronics,Excellent service! Quick delivery.,Retained
6f8d832a-574e-4d9a-bb07-1393aff87467,43,Male,North,5,6,1,Home,Could be better.,Churned
b19446dc-3198-4808-bfd7-201b42a81694,42,Other,West,2,2,2,Electronics,Worst experience. Terrible service!,Churned
eadc588c-3c84-4ff0-886c-c1a26a92635e,62,Female,East,3,3,4,Clothing,Product damaged. Worst experience.,Churned
70339dd3-2207-4e29-94ee-48f7ea7a5a80,58,Female,East,4,2,2,Beauty,Waste of money. Waste of money.,Churned
158a63c4-fd7c-446c-a1ad-8c65e4df83bf,46,Male,South,5,1,1,Electronics,It's okay.,Churned
a7ad1aab-2413-4257-9a30-774227c47e2e,32,Male,North,3,6,2,Home,Never buying again. Worst experience.,Churned
ca788737-1b04-4a4b-814d-02fb88cd6691,62,Female,East,7,4,3,Home,Met expectations.,At Risk
e47f4a85-c986-4183-b92e-ba2c63318e00,18,Female,West,5,6,0,Home,Average experience.,Churned
487cde69-79a1-429e-b481-e654f0b463df,42,Female,East,5,4,1,Home,Could be better.,Churned
7ecb91b2-6370-4de7-8683-9e190f8bcb30,24,Male,East,6,3,0,Books,Average experience.,At Risk
0787051b-12e4-42fe-a605-34b44614746a,26,Female,South,7,3,2,Clothing,Could be better.,At Risk
f173cde1-33bb-4dd4-b57c-ab02fbfacf10,41,Female,West,10,7,1,Beauty,Quick delivery. Love this product!,Retained
d10641c0-c4d9-46de-826a-5eb541c798fe,18,Female,West,10,8,2,Books,Quick delivery. Quick delivery.,Retained
7fa42f65-5cd5-4183-b2da-2fe51594377c,61,Female,West,8,3,2,Clothing,Excellent service! Best purchase ever!,Retained
8a8f2694-d58f-4417-b3b8-a00016fa01c5,25,Female,South,9,3,1,Electronics,Love this product! Quick delivery.,Retained
e72f2cb1-3370-4e20-af70-e5edd9bdb43f,41,Female,West,4,2,2,Books,Waste of money. Terrible service!,Churned
cd7ac3f9-7dd0-4225-be75-9b841a91d8f0,28,Male,West,5,8,1,Books,It's okay.,Churned
859deda6-f52a-4580-a2f1-cfc9d7bce443,68,Female,East,5,5,1,Books,It's okay.,Churned
70c313e9-823e-4984-9fd3-aaff96a6ade5,34,Male,East,8,7,1,Books,Quick delivery. Love this product!,Retained
bb0f5da4-565f-41d4-bab1-d8bcc4dc049d,25,Male,West,9,5,0,Electronics,Highly recommended! Love this product!,Retained
7f9f4b92-e0c1-4c70-9f85-0d32a493492d,52,Male,North,7,6,1,Home,Average experience.,At Risk
a6a7f4ff-4885-49a1-a7c0-76b0697b6a14,52,Male,North,5,5,3,Books,Could be better.,Churned
f70c4a42-8d94-4544-81da-f390c43d342f,50,Male,West,3,1,1,Clothing,Never buying again. Never buying again.,Churned
0a2d3127-8359-4d05-af08-6b4d7e71f68a,22,Male,North,1,3,3,Home,Worst experience. Worst experience.,Churned
56360ee1-5564-40c2-84d3-96f8e4d614bd,59,Female,South,9,6,0,Electronics,Highly recommended! Quick delivery.,Retained
5f050dd8-7b2d-4cf6-9e86-200c1018bc99,56,Female,East,5,6,1,Beauty,Could be better.,Churned
122dd6d7-b6c6-4da5-b08f-035c1a143cd2,58,Male,South,9,6,0,Electronics,Excellent service! Best purchase ever!,Retained
9ac2b51a-97ed-40cc-8f1a-2ba2410550ce,45,Female,East,10,8,1,Beauty,Quick delivery. Excellent service!,Retained
ae2d34aa-4791-4ca9-aae2-3ffe30b8dbcf,24,Female,North,4,5,1,Clothing,Terrible service! Product damaged.,Churned
4a02448f-705a-4e69-8aa1-6cabc50a65a2,26,Male,North,5,1,1,Beauty,Average experience.,Churned
204b5e01-7d8a-4ce2-a1b5-783b110f3045,25,Male,West,4,3,2,Books,Terrible service! Never buying again.,Churned
6be21a68-b452-4758-9589-5f03adc08822,29,Female,North,2,1,3,Home,Worst experience. Never buying again.,Churned
f315746b-6c66-43ce-b053-bcd254fe02d0,51,Female,North,1,3,2,Home,Terrible service! Worst experience.,Churned
75e6394e-1490-4c50-a983-47d7dd857054,50,Female,West,8,7,2,Books,Highly recommended! Love this product!,Retained
205e1593-0810-4247-9c27-faf3052a1e5b,65,Male,West,4,7,3,Home,Product damaged. Never buying again.,Churned
a6113f83-b2bd-4c47-978f-e7c27ca163be,40,Male,East,5,3,0,Electronics,Met expectations.,Churned
edfd4c82-bc95-44c4-ac17-f1b0474b94b9,41,Male,North,6,4,0,Books,Could be better.,At Risk
7b34cc76-1086-49c2-94cc-29e802de56fd,54,Male,East,8,8,0,Books,Best purchase ever! Quick delivery.,Retained
0f425fd6-4e19-46d5-8ea9-41049c86c7be,52,Male,East,8,11,1,Home,Excellent service! Love this product!,Retained
39f3fede-b2f5-4aee-a942-6fb6be054afa,61,Male,South,7,5,1,Beauty,It's okay.,At Risk
cb9b7cb4-c51c-4b52-ba23-f921d261904b,57,Female,North,4,1,4,Clothing,Never buying again. Never buying again.,Churned
645aa883-5515-4e44-b160-bac2ed0766ee,39,Female,North,6,5,1,Beauty,Nothing special.,At Risk
99b2b3cd-c636-4df2-be07-a23bf7c9ad00,44,Male,South,4,2,3,Electronics,Terrible service! Never buying again.,Churned
b16af3d2-9649-4ff9-a93d-db845894a695,52,Female,East,7,5,0,Books,Could be better.,At Risk
c3e1dae7-fb1a-42e3-aec2-89c2ed30e1a2,18,Male,North,1,3,1,Books,Waste of money. Never buying again.,Churned
e612713a-a7c0-4132-8582-94107b6b8fe1,52,Male,East,5,3,2,Electronics,It's okay.,Churned
14e93348-3e94-4a64-8ff8-3a56dafc01b7,54,Male,South,10,3,0,Clothing,Highly recommended! Excellent service!,Retained
c45a2d57-f332-478e-aa60-5bc9c9936aac,64,Female,West,10,7,2,Books,Excellent service! Quick delivery.,Retained
d0622593-2b6e-4587-89e8-77036cd94d73,31,Other,East,4,4,1,Beauty,Product damaged. Worst experience.,Churned
81b41c63-17df-40d0-8739-664fb53db42b,20,Female,North,7,4,2,Electronics,It's okay.,At Risk
24eafd68-d3b3-459f-9321-5bdc8b0859e4,18,Male,West,9,4,2,Books,Highly recommended! Quick delivery.,Retained
3b9dab79-662f-4b30-a9f9-a3e5eaadd93f,22,Female,East,5,4,1,Beauty,Could be better.,Churned
b448efff-dc41-4c34-982e-2287df27594e,43,Male,East,4,1,3,Electronics,Never buying again. Product damaged.,Churned
4a8dcf13-2e96-4ea0-a9c7-284c6bb9d8e7,31,Female,West,9,7,1,Electronics,Quick delivery. Quick delivery.,Retained
c9e9c4e6-dba0-46df-b904-99ad91ad8c60,56,Female,West,5,5,0,Electronics,Could be better.,Churned
2adbbe45-ea47-48fe-97cc-96f8d9540333,44,Male,West,9,4,0,Clothing,Love this product! Love this product!,Retained
4ebde2ce-dfb2-4563-9d84-f63bef6b7f42,26,Female,North,8,5,0,Electronics,Best purchase ever! Love this product!,Retained
24e21863-9ae0-4cca-b86f-5bbe1725649a,32,Female,North,4,4,2,Home,Worst experience. Terrible service!,Churned
a52f8e77-20a2-4544-a6e0-b00fb2a866a9,32,Male,East,7,5,2,Home,Nothing special.,At Risk
0347275f-22a6-46fa-b6bc-86c207ef42ce,43,Female,East,5,7,0,Electronics,Met expectations.,Churned
cb3914ba-89b3-49ca-97fc-de31da432156,59,Male,South,10,8,2,Books,Love this product! Best purchase ever!,Retained
70d55326-6b36-454c-8ee0-99314f958c23,30,Female,North,4,6,3,Home,Terrible service! Never buying again.,Churned
2fb625c3-8f03-4dd6-87dd-6ffc433ad764,68,Female,East,5,4,1,Beauty,Could be better.,Churned
a355644a-c0ce-4f41-9dde-a7104ac2eaa2,49,Female,West,5,3,2,Beauty,It's okay.,Churned
402e16ac-0fca-49bd-831c-8cb785f512c4,56,Female,West,9,8,2,Books,Excellent service! Love this product!,Retained
70bf0e14-6201-4200-8c53-6b6a7fdfc2ef,66,Female,North,9,8,1,Beauty,Love this product! Highly recommended!,Retained
982aedd1-3dbd-428e-8c62-9fe87b6bb53c,69,Male,West,6,8,1,Books,It's okay.,At Risk
89370e0b-d002-407c-890b-e461aa05e98b,49,Female,South,4,2,2,Beauty,Waste of money. Worst experience.,Churned
af482d0b-0c16-40c5-8cd1-374b164f4b47,21,Male,East,2,4,1,Electronics,Terrible service! Waste of money.,Churned
7abd3d85-2c43-4aba-a484-76dc4b7f7a60,47,Female,East,3,2,1,Beauty,Product damaged. Product damaged.,Churned
1c4a3a5f-fa0b-4c57-bb54-c5e8c944397d,54,Male,East,2,1,2,Electronics,Waste of money. Product damaged.,Churned
5113616b-24ba-489a-bdc8-ad2a3f1d0278,40,Male,North,5,5,0,Beauty,It's okay.,Churned
96a8c308-1f5f-4401-8b34-713bbc979a36,56,Female,West,6,7,3,Beauty,Could be better.,At Risk
41f8419b-8ed7-49b2-b7f1-66f3b43757a3,62,Male,South,5,3,1,Beauty,Nothing special.,Churned
e70ad7da-f14a-4a00-842b-8d95bd3f9baf,32,Female,North,2,1,2,Electronics,Waste of money. Terrible service!,Churned
e4354326-ed42-4602-8380-ee3947f39914,60,Male,East,5,6,0,Beauty,Average experience.,Churned
42f52d5b-774e-4daf-b386-82ea75dc1c90,46,Male,South,9,8,1,Beauty,Love this product! Highly recommended!,Retained
bcded30e-6a4d-45f0-a1f2-fd347eaf3737,53,Female,East,4,2,1,Clothing,Product damaged. Terrible service!,Churned
2904db92-5aa4-49b3-9072-62aae74a4d56,30,Male,East,10,6,0,Electronics,Love this product! Love this product!,Retained
5b9dbc37-cdcf-4924-878a-3824217101c0,49,Male,North,2,7,4,Home,Worst experience. Product damaged.,Churned
cbdae60d-8731-4a73-862d-383caf3345cc,24,Female,East,3,4,1,Books,Waste of money. Never buying again.,Churned
89ee7b86-3915-4e85-aafc-c5fbf516884c,68,Male,South,3,3,2,Clothing,Worst experience. Waste of money.,Churned
afecffae-efd0-4a86-9bc7-ab5e743fb760,39,Female,East,9,5,0,Beauty,Excellent service! Best purchase ever!,Retained
879f1fbb-a446-47eb-9745-ad8771d51c9f,45,Male,West,4,6,3,Home,Waste of money. Terrible service!,Churned
4f14bc5b-4117-4d2a-bc57-d13b27790d46,19,Male,East,1,2,2,Home,Worst experience. Terrible service!,Churned
7c7b4149-8182-4e60-8680-0a122f51ca33,59,Female,North,1,2,2,Beauty,Waste of money. Terrible service!,Churned
c6bf8a16-4e7e-4d1c-a763-2e44780b8ff5,62,Male,South,7,5,2,Beauty,Met expectations.,At Risk
950c553a-6425-4a74-9500-2b4ffc699a34,70,Male,North,7,4,1,Clothing,Could be better.,At Risk
210698fe-b665-4929-bcfc-c211d1cb7ef7,23,Male,West,2,3,1,Electronics,Product damaged. Never buying again.,Churned
6532b8f1-2121-4ebd-882e-1af730c9339b,45,Male,East,9,5,1,Clothing,Excellent service! Highly recommended!,Retained
bd2c47b1-ccf3-456e-aeff-14fbc75f5dc9,45,Female,North,9,5,0,Electronics,Best purchase ever! Excellent service!,Retained
b1c0bf6e-ff0e-433f-8867-0bd08b57afd5,61,Male,North,5,1,1,Home,It's okay.,Churned
f7dc92fe-8a42-4ef7-8872-dc3b2e3a0067,61,Female,North,3,8,2,Books,Waste of money. Never buying again.,Churned
b1ff8fd7-39ac-4f52-9e9d-de9977daad4c,37,Female,North,3,6,3,Beauty,Terrible service! Terrible service!,Churned
5aed8bc7-8045-4651-b090-02318baf20d9,47,Male,West,3,2,1,Clothing,Worst experience. Waste of money.,Churned
3e9feabd-b777-467a-be45-4e8b8894a75f,28,Female,West,6,3,0,Home,It's okay.,At Risk
3d5f31e5-7fb6-47b3-bdf6-b279685fba4b,45,Male,East,4,3,4,Clothing,Waste of money. Worst experience.,Churned
9c2fb2b5-5c25-47b0-9e1e-4987ed632c11,42,Other,East,8,5,3,Electronics,Love this product! Excellent service!,Retained
8ac09e26-8cea-4920-9ab7-88af6698ae8e,56,Male,South,5,3,4,Beauty,Could be better.,Churned
5682f779-c040-478b-a56c-e2d4aeb4107a,50,Female,West,1,3,2,Electronics,Waste of money. Never buying again.,Churned
a7bb8666-9c98-44fe-b3aa-e914f30af1cb,18,Female,North,9,7,0,Electronics,Best purchase ever! Excellent service!,Retained
afb60e2b-64f0-407c-bb19-44c85bffca0c,44,Male,North,1,3,3,Electronics,Waste of money. Waste of money.,Churned
1a170ab7-f9b8-4e48-a0f5-8b4c684d3e75,69,Female,South,6,11,0,Home,Average experience.,At Risk
cba6bef3-0fd1-4494-a438-f8c0cc2fa36e,30,Female,North,1,3,1,Beauty,Waste of money. Terrible service!,Churned
79dd978c-ea8c-43b8-a85d-e14b0360a25d,58,Male,South,3,5,1,Books,Product damaged. Worst experience.,Churned
0773aa91-e24f-44f7-857e-9a1ef3017f13,20,Male,East,10,4,1,Clothing,Highly recommended! Highly recommended!,Retained
3f049502-dbde-40c5-9121-1be3c329367a,56,Female,West,5,5,0,Electronics,Average experience.,Churned
f5a46929-650b-45e4-9c37-5f322102a94f,23,Female,South,10,4,2,Beauty,Love this product! Best purchase ever!,Retained
7793d002-dc72-49de-ad2b-b7f8130af632,25,Other,North,7,6,0,Clothing,It's okay.,At Risk
74b2954f-0b40-4de4-a4f3-8ccf7134915c,44,Female,South,10,5,0,Beauty,Love this product! Excellent service!,Retained
0e7ec07e-5e4c-4c92-a71e-127b6c293477,26,Female,East,8,7,1,Clothing,Quick delivery. Excellent service!,Retained
0df47391-9e51-44fc-a5c8-63f03f7ee159,54,Female,North,9,6,1,Beauty,Highly recommended! Love this product!,Retained
4aa6cd5a-9f9d-4e79-93bc-f34a968a279b,50,Male,East,6,6,3,Books,Average experience.,At Risk
081175a7-2868-4306-b018-53f73093279c,68,Male,East,9,4,3,Beauty,Love this product! Best purchase ever!,Retained
6ee66d3a-ca41-4410-8dac-13d8fd6ef8b8,59,Female,South,8,4,0,Beauty,Love this product! Love this product!,Retained
0fe8475a-4584-4a6e-9b08-9b061a434051,61,Female,East,9,6,3,Electronics,Excellent service! Best purchase ever!,Retained
d39ef5c1-7870-4dc6-89a6-f62e65358f7f,41,Male,North,10,9,1,Electronics,Love this product! Quick delivery.,Retained
01013dd3-36c3-4d38-8b57-f9dd47a9b762,32,Male,East,4,6,2,Electronics,Product damaged. Waste of money.,Churned
64cc6033-91e5-4361-9b36-bbf581289a5c,49,Female,East,9,7,2,Beauty,Love this product! Excellent service!,Retained
9d3b9f98-24f8-4b6f-9253-33b495db899b,49,Female,South,7,5,2,Books,Nothing special.,At Risk
d26d7e22-0639-4389-828c-c0cbe424f7a3,41,Male,East,5,6,0,Clothing,Average experience.,Churned
8912c6f0-692d-40e3-acfc-22d5f046ed23,58,Male,West,5,4,0,Electronics,Could be better.,Churned
ec4d27b3-22dd-4558-a251-590173c7cf86,69,Male,South,1,3,2,Home,Waste of money. Worst experience.,Churned
1775bb09-f82c-4d0f-9534-33343aa1cac4,66,Male,South,2,5,1,Beauty,Terrible service! Never buying again.,Churned
c7196e63-f301-41dc-8574-49285a6a4eda,66,Male,North,10,8,1,Books,Best purchase ever! Love this product!,Retained
bdee00d8-d906-49a7-93af-feb1a65dba75,69,Male,North,3,4,2,Books,Product damaged. Never buying again.,Churned
6b8170bf-20ec-4428-a841-ac6389d752d5,29,Female,North,8,6,2,Electronics,Love this product! Quick delivery.,Retained
6e2fbe02-20f8-49ec-8e69-fcbd35582dc9,56,Male,North,6,4,0,Electronics,Nothing special.,At Risk
7804399d-dbe2-4c34-aa5e-b3a7446c74b8,19,Female,West,10,5,0,Home,Excellent service! Quick delivery.,Retained
aade4851-30be-4c70-9f35-87656afc7438,20,Female,South,5,2,2,Home,Could be better.,Churned
c7983485-d4a0-41d9-a7f9-79d5bc19909c,66,Male,East,1,3,2,Electronics,Waste of money. Never buying again.,Churned
2f01a9d3-02a1-418f-b585-8189de2f852c,54,Female,North,9,7,2,Clothing,Best purchase ever! Best purchase ever!,Retained
de1744fd-abf1-44ef-8005-74a923106e65,66,Male,North,3,2,5,Electronics,Product damaged. Worst experience.,Churned
e31bb3ab-29c8-48a7-914c-cb105854369f,34,Female,North,3,4,4,Electronics,Terrible service! Product damaged.,Churned
